Dialogue_ID,Utterance_ID,Speaker,Original_Emotion,Predicted_Emotion
17,2,Chandler,neutral,Neutral
23,1,Chandler,anger,Anger
23,8,Chandler,surprise,Disgust
27,1,Chandler,joy,Joy
29,1,Chandler,joy,Joy
29,3,Chandler,joy,Surprise
29,9,Chandler,neutral,Surprise
29,12,Chandler,surprise,Surprise
32,9,Chandler,surprise,Neutral
32,15,Chandler,neutral,Neutral
33,0,Chandler,fear,Joy
33,3,Chandler,neutral,Joy
33,5,Chandler,neutral,Fear
33,8,Chandler,joy,Joy
36,2,Chandler,neutral,Joy
36,4,Chandler,sadness,Disgust
38,1,Chandler,neutral,Anger
40,2,Chandler,neutral,Neutral
40,5,Chandler,neutral,Neutral
40,10,Chandler,neutral,Neutral
42,0,Chandler,neutral,Neutral
45,1,Chandler,disgust,Disgust
45,3,Chandler,anger,Anger
46,8,Chandler,joy,Joy
46,12,Chandler,joy,Joy
46,14,Chandler,joy,Surprise
47,0,Chandler,neutral,Neutral
47,9,Chandler,neutral,Neutral
47,11,Chandler,surprise,Surprise
47,13,Chandler,surprise,Joy
47,17,Chandler,neutral,Joy
49,10,Chandler,neutral,Neutral
49,12,Chandler,sadness,Sadness
49,14,Chandler,neutral,Neutral
49,17,Chandler,neutral,Neutral
49,19,Chandler,neutral,Neutral
56,0,Chandler,surprise,Surprise
56,2,Chandler,surprise,Joy
56,4,Chandler,neutral,Joy
56,6,Chandler,joy,Surprise
57,1,Chandler,neutral,Neutral
57,2,Chandler,fear,Fear
57,3,Chandler,fear,Fear
61,5,Chandler,sadness,Fear
61,7,Chandler,sadness,Joy
62,0,Chandler,neutral,Neutral
62,2,Chandler,neutral,Neutral
62,5,Chandler,joy,Joy
62,7,Chandler,neutral,Neutral
62,9,Chandler,surprise,Disgust
62,11,Chandler,neutral,Neutral
63,1,Chandler,neutral,Disgust
63,3,Chandler,surprise,Surprise
63,5,Chandler,anger,Anger
63,7,Chandler,sadness,Sadness
64,0,Chandler,anger,Disgust
64,2,Chandler,neutral,Joy
64,10,Chandler,neutral,Neutral
64,12,Chandler,neutral,Anger
69,0,Chandler,joy,Neutral
69,1,Chandler,neutral,Neutral
69,3,Chandler,surprise,Surprise
69,5,Chandler,neutral,Disgust
70,2,Chandler,neutral,Disgust
70,4,Chandler,neutral,Neutral
70,6,Chandler,neutral,Anger
72,0,Chandler,neutral,Neutral
72,2,Chandler,neutral,Fear
72,4,Chandler,neutral,Neutral
72,6,Chandler,neutral,Neutral
72,7,Chandler,neutral,Neutral
73,0,Chandler,neutral,Neutral
73,1,Chandler,joy,Joy
73,2,Chandler,joy,Joy
73,4,Chandler,neutral,Neutral
73,6,Chandler,surprise,Surprise
73,8,Chandler,neutral,Neutral
73,10,Chandler,surprise,Surprise
74,2,Chandler,neutral,Neutral
82,1,Chandler,neutral,Surprise
82,3,Chandler,disgust,Neutral
82,5,Chandler,neutral,Neutral
82,6,Chandler,disgust,Neutral
82,9,Chandler,disgust,Fear
89,1,Chandler,neutral,Neutral
89,10,Chandler,surprise,Surprise
93,0,Chandler,neutral,Fear
93,2,Chandler,neutral,Neutral
93,4,Chandler,neutral,Neutral
98,1,Chandler,neutral,Neutral
99,0,Chandler,joy,Joy
99,2,Chandler,joy,Joy
99,4,Chandler,neutral,Joy
99,6,Chandler,neutral,Joy
99,8,Chandler,joy,Joy
99,10,Chandler,neutral,Neutral
99,13,Chandler,joy,Joy
99,18,Chandler,neutral,Neutral
108,0,Chandler,neutral,Surprise
108,5,Chandler,neutral,Neutral
109,1,Chandler,disgust,Disgust
109,13,Chandler,neutral,Anger
109,15,Chandler,anger,Surprise
109,16,Chandler,fear,Neutral
109,17,Chandler,fear,Sadness
109,18,Chandler,fear,Sadness
109,20,Chandler,anger,Surprise
111,1,Chandler,fear,Neutral
111,3,Chandler,neutral,Neutral
111,5,Chandler,fear,Sadness
111,6,Chandler,fear,Fear
111,8,Chandler,surprise,Surprise
111,10,Chandler,surprise,Neutral
111,13,Chandler,fear,Fear
111,15,Chandler,disgust,Disgust
111,17,Chandler,disgust,Anger
113,7,Chandler,neutral,Joy
113,10,Chandler,neutral,Neutral
114,0,Chandler,neutral,Joy
114,1,Chandler,surprise,Joy
114,2,Chandler,neutral,Neutral
118,0,Chandler,neutral,Neutral
118,2,Chandler,neutral,Neutral
118,4,Chandler,anger,Surprise
120,9,Chandler,neutral,Neutral
120,13,Chandler,neutral,Neutral
121,2,Chandler,joy,Anger
121,4,Chandler,disgust,Joy
121,6,Chandler,neutral,Neutral
123,0,Chandler,surprise,Surprise
123,5,Chandler,neutral,Neutral
123,7,Chandler,neutral,Anger
123,9,Chandler,neutral,Neutral
124,1,Chandler,surprise,Surprise
124,3,Chandler,disgust,Neutral
127,0,Chandler,neutral,Neutral
127,1,Chandler,fear,Fear
127,2,Chandler,fear,Fear
127,3,Chandler,disgust,Anger
127,4,Chandler,disgust,Anger
133,0,Chandler,fear,Fear
134,0,Chandler,neutral,Neutral
135,0,Chandler,neutral,Neutral
135,1,Chandler,neutral,Neutral
135,2,Chandler,neutral,Fear
141,1,Chandler,neutral,Neutral
141,5,Chandler,neutral,Disgust
141,7,Chandler,neutral,Anger
143,1,Chandler,neutral,Neutral
145,0,Chandler,surprise,Surprise
145,2,Chandler,anger,Joy
145,4,Chandler,fear,Neutral
145,5,Chandler,fear,Neutral
145,6,Chandler,anger,Sadness
145,18,Chandler,surprise,Anger
147,1,Chandler,neutral,Surprise
147,3,Chandler,joy,Surprise
147,5,Chandler,joy,Joy
147,7,Chandler,disgust,Neutral
147,8,Chandler,surprise,Disgust
147,10,Chandler,neutral,Neutral
148,0,Chandler,anger,Anger
148,2,Chandler,anger,Anger
148,4,Chandler,anger,Anger
148,6,Chandler,disgust,Disgust
148,8,Chandler,neutral,Surprise
148,10,Chandler,neutral,Fear
148,12,Chandler,neutral,Fear
148,14,Chandler,neutral,Neutral
148,16,Chandler,neutral,Neutral
148,18,Chandler,anger,Sadness
148,20,Chandler,sadness,Neutral
157,1,Chandler,joy,Joy
158,8,Chandler,neutral,Neutral
161,1,Chandler,joy,Neutral
161,5,Chandler,surprise,Surprise
165,0,Chandler,neutral,Joy
165,2,Chandler,neutral,Fear
165,4,Chandler,neutral,Neutral
165,6,Chandler,fear,Neutral
165,9,Chandler,neutral,Neutral
165,11,Chandler,neutral,Neutral
165,13,Chandler,neutral,Neutral
165,15,Chandler,neutral,Neutral
165,19,Chandler,joy,Joy
166,0,Chandler,neutral,Fear
166,2,Chandler,neutral,Surprise
167,3,Chandler,neutral,Joy
167,5,Chandler,neutral,Neutral
172,1,Chandler,neutral,Neutral
172,8,Chandler,joy,Anger
172,10,Chandler,neutral,Neutral
175,6,Chandler,neutral,Neutral
175,8,Chandler,neutral,Neutral
175,9,Chandler,sadness,Sadness
175,11,Chandler,sadness,Disgust
176,4,Chandler,surprise,Neutral
180,6,Chandler,surprise,Surprise
180,11,Chandler,surprise,Surprise
180,13,Chandler,surprise,Surprise
180,15,Chandler,fear,Surprise
185,1,Chandler,neutral,Neutral
185,10,Chandler,neutral,Joy
185,12,Chandler,fear,Surprise
190,0,Chandler,neutral,Joy
190,3,Chandler,neutral,Neutral
190,6,Chandler,joy,Joy
199,4,Chandler,neutral,Neutral
202,0,Chandler,joy,Joy
202,2,Chandler,neutral,Joy
202,4,Chandler,neutral,Surprise
202,12,Chandler,neutral,Neutral
202,16,Chandler,anger,Surprise
208,2,Chandler,surprise,Surprise
208,4,Chandler,disgust,Disgust
208,11,Chandler,joy,Surprise
208,15,Chandler,surprise,Disgust
211,1,Chandler,neutral,Neutral
211,3,Chandler,neutral,Neutral
211,7,Chandler,neutral,Joy
213,4,Chandler,sadness,Anger
219,0,Chandler,joy,Disgust
219,9,Chandler,neutral,Sadness
219,10,Chandler,sadness,Sadness
219,11,Chandler,sadness,Neutral
222,1,Chandler,neutral,Neutral
222,4,Chandler,sadness,Sadness
222,17,Chandler,neutral,Neutral
222,19,Chandler,disgust,Joy
223,1,Chandler,neutral,Anger
223,3,Chandler,neutral,Surprise
223,5,Chandler,sadness,Neutral
223,7,Chandler,neutral,Neutral
223,8,Chandler,neutral,Joy
223,10,Chandler,neutral,Joy
223,12,Chandler,surprise,Neutral
223,14,Chandler,neutral,Neutral
229,1,Chandler,joy,Joy
229,3,Chandler,neutral,Neutral
229,4,Chandler,neutral,Neutral
232,1,Chandler,neutral,Neutral
232,2,Chandler,neutral,Joy
232,4,Chandler,neutral,Neutral
232,6,Chandler,neutral,Fear
232,8,Chandler,neutral,Fear
232,10,Chandler,surprise,Surprise
232,17,Chandler,neutral,Neutral
232,19,Chandler,neutral,Neutral
234,2,Chandler,neutral,Neutral
234,5,Chandler,neutral,Joy
234,6,Chandler,anger,Anger
234,8,Chandler,neutral,Neutral
234,10,Chandler,surprise,Disgust
235,9,Chandler,neutral,Neutral
236,3,Chandler,neutral,Joy
236,5,Chandler,anger,Anger
236,7,Chandler,neutral,Neutral
236,9,Chandler,neutral,Surprise
236,11,Chandler,disgust,Anger
236,15,Chandler,anger,Anger
239,6,Chandler,joy,Joy
240,3,Chandler,fear,Neutral
242,0,Chandler,joy,Neutral
242,2,Chandler,neutral,Neutral
242,4,Chandler,neutral,Neutral
242,6,Chandler,sadness,Surprise
250,1,Chandler,joy,Surprise
250,3,Chandler,joy,Joy
252,16,Chandler,neutral,Neutral
253,0,Chandler,neutral,Disgust
253,1,Chandler,joy,Joy
253,2,Chandler,surprise,Surprise
253,3,Chandler,surprise,Surprise
253,8,Chandler,joy,Joy
253,10,Chandler,joy,Neutral
256,15,Chandler,neutral,Neutral
258,0,Chandler,joy,Joy
258,2,Chandler,surprise,Neutral
258,3,Chandler,neutral,Neutral
258,4,Chandler,neutral,Neutral
258,6,Chandler,joy,Anger
260,8,Chandler,neutral,Neutral
262,3,Chandler,sadness,Neutral
264,0,Chandler,neutral,Neutral
264,2,Chandler,surprise,Surprise
264,4,Chandler,joy,Neutral
264,6,Chandler,neutral,Neutral
264,8,Chandler,fear,Fear
264,13,Chandler,neutral,Neutral
264,16,Chandler,neutral,Surprise
264,18,Chandler,neutral,Disgust
266,0,Chandler,neutral,Neutral
267,0,Chandler,neutral,Neutral
268,0,Chandler,surprise,Fear
268,1,Chandler,neutral,Neutral
273,0,Chandler,neutral,Joy
273,1,Chandler,anger,Fear
273,2,Chandler,sadness,Fear
273,3,Chandler,sadness,Fear
273,4,Chandler,sadness,Surprise
273,6,Chandler,neutral,Fear
273,8,Chandler,anger,Joy
273,10,Chandler,neutral,Joy
273,12,Chandler,neutral,Neutral
273,14,Chandler,neutral,Neutral
273,16,Chandler,neutral,Neutral
274,1,Chandler,surprise,Surprise
274,3,Chandler,disgust,Disgust
274,4,Chandler,neutral,Surprise
274,5,Chandler,joy,Fear
274,6,Chandler,anger,Anger
274,11,Chandler,surprise,Surprise
279,7,Chandler,neutral,Joy
279,9,Chandler,joy,Anger
279,11,Chandler,joy,Joy
279,13,Chandler,anger,Surprise
279,15,Chandler,fear,Neutral
286,0,Chandler,neutral,Fear
286,3,Chandler,neutral,Joy
287,1,Chandler,sadness,Neutral
287,4,Chandler,anger,Disgust
287,12,Chandler,joy,Joy
293,9,Chandler,neutral,Neutral
293,11,Chandler,neutral,Neutral
299,1,Chandler,neutral,Neutral
299,3,Chandler,neutral,Neutral
302,3,Chandler,anger,Neutral
304,1,Chandler,neutral,Neutral
304,3,Chandler,neutral,Surprise
304,5,Chandler,surprise,Neutral
304,7,Chandler,neutral,Anger
304,9,Chandler,anger,Anger
305,0,Chandler,joy,Joy
305,2,Chandler,fear,Fear
305,5,Chandler,joy,Sadness
305,7,Chandler,neutral,Neutral
305,14,Chandler,joy,Joy
309,0,Chandler,joy,Joy
309,2,Chandler,joy,Joy
309,4,Chandler,neutral,Neutral
311,2,Chandler,joy,Neutral
312,17,Chandler,anger,Anger
313,1,Chandler,neutral,Neutral
313,3,Chandler,joy,Sadness
315,9,Chandler,joy,Joy
316,1,Chandler,neutral,Neutral
316,2,Chandler,sadness,Sadness
316,4,Chandler,fear,Sadness
318,2,Chandler,neutral,Neutral
318,4,Chandler,neutral,Joy
320,0,Chandler,neutral,Fear
320,2,Chandler,neutral,Surprise
320,4,Chandler,sadness,Neutral
320,6,Chandler,sadness,Joy
320,8,Chandler,sadness,Sadness
320,9,Chandler,neutral,Joy
320,10,Chandler,neutral,Sadness
320,11,Chandler,neutral,Joy
320,13,Chandler,sadness,Fear
320,15,Chandler,neutral,Neutral
320,17,Chandler,joy,Neutral
324,3,Chandler,neutral,Neutral
328,8,Chandler,sadness,Sadness
331,1,Chandler,neutral,Neutral
334,1,Chandler,neutral,Neutral
334,3,Chandler,neutral,Joy
334,9,Chandler,neutral,Joy
334,11,Chandler,neutral,Surprise
336,1,Chandler,joy,Joy
336,12,Chandler,neutral,Neutral
336,14,Chandler,surprise,Surprise
336,21,Chandler,joy,Anger
337,1,Chandler,surprise,Neutral
337,3,Chandler,surprise,Neutral
337,5,Chandler,joy,Joy
337,7,Chandler,surprise,Neutral
337,9,Chandler,surprise,Joy
337,14,Chandler,surprise,Surprise
337,16,Chandler,surprise,Anger
337,18,Chandler,anger,Neutral
340,0,Chandler,neutral,Neutral
342,0,Chandler,neutral,Neutral
342,6,Chandler,anger,Anger
342,8,Chandler,neutral,Neutral
342,10,Chandler,anger,Neutral
342,12,Chandler,neutral,Neutral
342,14,Chandler,neutral,Neutral
342,17,Chandler,joy,Joy
342,19,Chandler,neutral,Neutral
346,0,Chandler,joy,Sadness
346,2,Chandler,surprise,Surprise
346,4,Chandler,neutral,Neutral
346,6,Chandler,neutral,Neutral
347,1,Chandler,neutral,Joy
347,3,Chandler,neutral,Neutral
347,5,Chandler,neutral,Surprise
349,10,Chandler,joy,Joy
350,0,Chandler,neutral,Neutral
350,2,Chandler,joy,Neutral
350,4,Chandler,neutral,Neutral
350,6,Chandler,neutral,Joy
352,0,Chandler,neutral,Neutral
352,1,Chandler,anger,Anger
352,2,Chandler,joy,Surprise
352,3,Chandler,anger,Anger
352,4,Chandler,neutral,Neutral
352,5,Chandler,joy,Joy
352,6,Chandler,surprise,Surprise
354,4,Chandler,neutral,Anger
355,3,Chandler,joy,Joy
356,5,Chandler,neutral,Neutral
356,10,Chandler,anger,Neutral
356,14,Chandler,neutral,Neutral
357,2,Chandler,neutral,Neutral
358,1,Chandler,neutral,Neutral
358,2,Chandler,neutral,Neutral
358,4,Chandler,neutral,Neutral
358,7,Chandler,neutral,Neutral
358,10,Chandler,joy,Surprise
360,2,Chandler,neutral,Neutral
360,4,Chandler,neutral,Neutral
361,5,Chandler,neutral,Neutral
361,7,Chandler,surprise,Joy
361,9,Chandler,disgust,Disgust
361,11,Chandler,joy,Joy
361,13,Chandler,neutral,Neutral
366,0,Chandler,neutral,Neutral
366,1,Chandler,neutral,Neutral
366,2,Chandler,anger,Joy
366,3,Chandler,neutral,Joy
366,5,Chandler,anger,Fear
366,7,Chandler,sadness,Sadness
366,9,Chandler,anger,Neutral
366,11,Chandler,neutral,Neutral
366,13,Chandler,fear,Fear
366,15,Chandler,surprise,Surprise
366,17,Chandler,neutral,Joy
367,0,Chandler,anger,Neutral
367,2,Chandler,joy,Neutral
367,3,Chandler,neutral,Joy
367,4,Chandler,neutral,Neutral
367,6,Chandler,surprise,Surprise
367,8,Chandler,joy,Joy
367,10,Chandler,neutral,Neutral
367,12,Chandler,neutral,Anger
367,13,Chandler,neutral,Neutral
367,14,Chandler,neutral,Neutral
367,15,Chandler,surprise,Surprise
370,2,Chandler,neutral,Surprise
373,1,Chandler,neutral,Neutral
373,3,Chandler,neutral,Neutral
374,1,Chandler,surprise,Surprise
374,6,Chandler,neutral,Anger
374,15,Chandler,neutral,Neutral
383,0,Chandler,neutral,Neutral
389,12,Chandler,joy,Anger
402,0,Chandler,neutral,Neutral
403,0,Chandler,neutral,Joy
404,1,Chandler,joy,Surprise
404,3,Chandler,sadness,Neutral
404,5,Chandler,neutral,Fear
404,10,Chandler,joy,Surprise
404,18,Chandler,neutral,Neutral
405,0,Chandler,neutral,Anger
405,1,Chandler,anger,Anger
405,2,Chandler,anger,Sadness
405,3,Chandler,anger,Neutral
405,4,Chandler,anger,Surprise
405,5,Chandler,surprise,Surprise
405,6,Chandler,neutral,Neutral
406,2,Chandler,joy,Joy
409,0,Chandler,neutral,Neutral
409,2,Chandler,neutral,Neutral
409,3,Chandler,joy,Joy
409,7,Chandler,surprise,Surprise
412,2,Chandler,neutral,Neutral
412,6,Chandler,neutral,Neutral
412,9,Chandler,neutral,Neutral
412,11,Chandler,surprise,Anger
412,13,Chandler,neutral,Neutral
412,15,Chandler,neutral,Sadness
414,1,Chandler,neutral,Joy
414,4,Chandler,neutral,Neutral
414,6,Chandler,neutral,Neutral
416,2,Chandler,neutral,Neutral
416,4,Chandler,disgust,Disgust
422,0,Chandler,neutral,Neutral
422,2,Chandler,neutral,Sadness
422,4,Chandler,neutral,Surprise
422,6,Chandler,surprise,Surprise
423,8,Chandler,neutral,Neutral
423,10,Chandler,joy,Joy
424,1,Chandler,surprise,Joy
428,0,Chandler,neutral,Neutral
428,2,Chandler,joy,Anger
428,4,Chandler,anger,Anger
428,7,Chandler,surprise,Anger
428,8,Chandler,sadness,Neutral
429,1,Chandler,neutral,Neutral
429,2,Chandler,neutral,Neutral
429,3,Chandler,neutral,Disgust
429,5,Chandler,neutral,Neutral
429,9,Chandler,surprise,Surprise
429,11,Chandler,neutral,Joy
431,14,Chandler,anger,Joy
431,17,Chandler,sadness,Neutral
437,0,Chandler,anger,Joy
442,2,Chandler,neutral,Surprise
442,4,Chandler,disgust,Disgust
446,1,Chandler,surprise,Surprise
446,6,Chandler,neutral,Neutral
446,10,Chandler,surprise,Surprise
451,1,Chandler,anger,Anger
451,3,Chandler,neutral,Neutral
453,0,Chandler,surprise,Surprise
456,1,Chandler,neutral,Neutral
456,3,Chandler,surprise,Surprise
456,5,Chandler,surprise,Surprise
456,7,Chandler,anger,Anger
456,9,Chandler,sadness,Joy
456,11,Chandler,anger,Joy
461,1,Chandler,neutral,Neutral
462,0,Chandler,surprise,Joy
462,6,Chandler,surprise,Surprise
462,8,Chandler,surprise,Surprise
463,1,Chandler,anger,Joy
463,3,Chandler,sadness,Sadness
463,5,Chandler,anger,Anger
463,10,Chandler,anger,Anger
463,12,Chandler,neutral,Neutral
464,6,Chandler,joy,Joy
464,9,Chandler,neutral,Neutral
464,15,Chandler,surprise,Anger
464,17,Chandler,sadness,Anger
466,1,Chandler,joy,Joy
466,3,Chandler,disgust,Disgust
466,6,Chandler,joy,Joy
466,10,Chandler,neutral,Neutral
473,4,Chandler,neutral,Neutral
475,7,Chandler,joy,Surprise
475,9,Chandler,neutral,Joy
475,11,Chandler,neutral,Surprise
475,13,Chandler,surprise,Neutral
477,11,Chandler,neutral,Joy
477,15,Chandler,anger,Surprise
477,16,Chandler,neutral,Anger
477,17,Chandler,neutral,Joy
478,0,Chandler,neutral,Fear
478,5,Chandler,neutral,Neutral
478,6,Chandler,neutral,Neutral
478,9,Chandler,neutral,Neutral
478,11,Chandler,neutral,Neutral
479,0,Chandler,joy,Joy
479,2,Chandler,neutral,Neutral
479,7,Chandler,disgust,Disgust
479,9,Chandler,disgust,Anger
479,11,Chandler,neutral,Neutral
483,1,Chandler,anger,Anger
483,4,Chandler,surprise,Surprise
483,6,Chandler,anger,Fear
486,0,Chandler,neutral,Neutral
486,2,Chandler,neutral,Neutral
486,4,Chandler,neutral,Neutral
486,6,Chandler,neutral,Sadness
486,8,Chandler,neutral,Neutral
486,14,Chandler,sadness,Disgust
486,16,Chandler,neutral,Neutral
488,0,Chandler,joy,Joy
488,1,Chandler,neutral,Joy
488,3,Chandler,neutral,Neutral
488,5,Chandler,neutral,Neutral
497,1,Chandler,anger,Anger
500,0,Chandler,neutral,Neutral
503,1,Chandler,joy,Surprise
503,3,Chandler,joy,Joy
503,5,Chandler,joy,Joy
503,6,Chandler,neutral,Neutral
503,8,Chandler,joy,Joy
503,9,Chandler,anger,Surprise
503,12,Chandler,joy,Joy
503,14,Chandler,neutral,Sadness
504,2,Chandler,neutral,Neutral
516,0,Chandler,anger,Neutral
516,2,Chandler,surprise,Neutral
516,4,Chandler,joy,Joy
519,1,Chandler,anger,Surprise
519,3,Chandler,neutral,Anger
523,9,Chandler,joy,Joy
523,17,Chandler,neutral,Neutral
523,23,Chandler,joy,Neutral
527,1,Chandler,joy,Joy
527,4,Chandler,joy,Joy
