Dialogue_ID,Utterance_ID,Speaker,Original_Emotion,Predicted_Emotion
924,2,Phoebe,neutral,Fear
924,3,Joey,neutral,Neutral
924,4,Phoebe,neutral,Neutral
924,5,Phoebe,sadness,Anger
924,6,Joey,sadness,Neutral
925,0,Woman,neutral,Neutral
925,1,Chandler,neutral,Joy
925,2,Mrs. Tedlock,neutral,Neutral
925,3,Chandler,neutral,Fear
925,4,Chandler,neutral,Fear
925,5,Chandler,joy,Fear
925,6,Chandler,neutral,Fear
925,7,Chandler,joy,Fear
925,8,Chandler,neutral,Fear
926,0,Chandler,neutral,Joy
926,1,Monica,sadness,Joy
926,2,Chandler,sadness,Neutral
926,3,Monica,neutral,Neutral
926,4,Chandler,anger,Neutral
926,5,Chandler,sadness,Fear
926,6,Chandler,neutral,Neutral
926,7,Monica,neutral,Neutral
926,8,Monica,neutral,Neutral
926,9,Monica,neutral,Neutral
926,10,Chandler,joy,Joy
926,11,Monica,neutral,Joy
926,12,Chandler,neutral,Neutral
926,13,Joey,joy,Joy
926,14,Monica,joy,Neutral
926,15,Joey,neutral,Neutral
926,16,Monica,neutral,Neutral
926,17,Joey,surprise,Surprise
927,0,Phoebe,neutral,Neutral
927,1,Monica,neutral,Surprise
927,2,Phoebe,surprise,Surprise
927,3,Monica,neutral,Neutral
927,4,Phoebe,surprise,Surprise
928,0,Monica,disgust,Disgust
928,1,Richard,neutral,Neutral
928,2,Monica,neutral,Neutral
928,3,Richard,joy,Joy
928,4,Monica,anger,Joy
928,5,Richard,neutral,Joy
929,0,The Guys,joy,Joy
929,1,Phoebe,anger,Anger
929,2,The Guys,neutral,Neutral
929,3,Monica,neutral,Neutral
929,4,Rachel,neutral,Anger
929,5,Monica,neutral,Anger
930,0,Phoebe,joy,Neutral
930,1,Chandler,neutral,Neutral
930,2,Joey,neutral,Joy
930,3,Chandler,neutral,Neutral
930,4,Joey,neutral,Neutral
930,5,Chandler,neutral,Neutral
930,6,Joey,neutral,Neutral
930,7,Ross,neutral,Neutral
930,8,Joey,neutral,Neutral
930,9,Ross,joy,Joy
930,10,Ross,neutral,Neutral
930,11,Ross,neutral,Surprise
930,12,Chandler,neutral,Neutral
930,13,Ross,anger,Joy
930,14,Chandler,neutral,Disgust
930,15,Joey,anger,Anger
931,0,Joey/Drake,joy,Anger
931,1,Joey/Drake,anger,Anger
931,2,Joey/Drake,disgust,Anger
932,0,Phoebe,joy,Joy
932,1,Ross,anger,Anger
932,2,Rachel,joy,Neutral
932,3,Monica,joy,Neutral
932,4,Rachel,anger,Joy
932,5,Monica,fear,Anger
932,6,Rachel,anger,Neutral
932,7,Monica,anger,Neutral
932,8,Rachel,anger,Joy
932,9,Monica,neutral,Anger
932,10,Rachel,anger,Joy
932,11,Monica,neutral,Neutral
932,12,Rachel,joy,Joy
932,13,Monica,neutral,Neutral
932,14,Rachel,neutral,Neutral
932,15,Ross,neutral,Neutral
932,16,Ross,neutral,Joy
933,0,Ross,joy,Neutral
933,1,Gunther,joy,Joy
933,2,Joey,neutral,Neutral
933,3,Ross,neutral,Neutral
933,4,Joey,joy,Neutral
933,5,Rachel,neutral,Neutral
933,6,Monica,neutral,Neutral
933,7,Joey,neutral,Neutral
933,8,Woman,neutral,Neutral
933,9,Joey,neutral,Neutral
933,10,Monica,surprise,Surprise
933,11,Joey,anger,Neutral
933,12,Rachel,anger,Neutral
933,13,Joey,neutral,Neutral
933,14,Gunther,anger,Anger
933,15,Joey,sadness,Anger
933,16,Monica,surprise,Surprise
933,17,Joey,neutral,Neutral
933,18,Customer,neutral,Neutral
933,19,Joey,neutral,Neutral
934,0,Chandler,neutral,Neutral
934,1,The Museum Official,neutral,Neutral
934,2,The Museum Official,neutral,Neutral
934,3,The Museum Official,neutral,Joy
934,4,Chandler,surprise,Surprise
935,0,Monica,neutral,Neutral
935,1,Phoebe,neutral,Neutral
935,2,Monica,anger,Anger
935,3,Phoebe,neutral,Neutral
935,4,Monica,sadness,Anger
935,5,Phoebe,neutral,Neutral
935,6,Phoebe,neutral,Neutral
935,7,Phoebe,sadness,Neutral
935,8,Phoebe,anger,Neutral
935,9,Monica,joy,Joy
935,10,Phoebe,joy,Joy
935,11,Monica,neutral,Neutral
935,12,The Croupier,joy,Neutral
935,13,Monica,neutral,Surprise
936,0,Rachel,neutral,Neutral
936,1,Phoebe,surprise,Neutral
936,2,Rachel,neutral,Neutral
936,3,Phoebe,surprise,Surprise
936,4,Rachel,neutral,Neutral
936,5,Rachel,neutral,Joy
936,6,Phoebe,fear,Fear
936,7,Rachel,fear,Neutral
936,8,Rachel,sadness,Neutral
936,9,Rachel,neutral,Neutral
936,10,Phoebe,sadness,Anger
936,11,Phoebe,sadness,Anger
936,12,Phoebe,sadness,Disgust
936,13,Rachel,surprise,Joy
936,14,Phoebe,sadness,Anger
936,15,Phoebe,sadness,Disgust
936,16,Phoebe,anger,Fear
936,17,Phoebe,anger,Sadness
936,18,Phoebe,sadness,Sadness
936,19,Phoebe,sadness,Sadness
936,20,Rachel,anger,Joy
936,21,Phoebe,joy,Anger
937,0,Ross,neutral,Neutral
937,1,Ross,neutral,Neutral
937,2,Ross,neutral,Neutral
937,3,Ross,neutral,Neutral
937,4,Ross,neutral,Neutral
937,5,Ross,neutral,Neutral
937,6,Ross,neutral,Neutral
938,0,Joey,neutral,Sadness
938,1,Joey,sadness,Sadness
938,2,Joey,sadness,Sadness
938,3,Joey,joy,Joy
938,4,Joey,joy,Joy
938,5,Joey,neutral,Neutral
938,6,Joey,neutral,Neutral
938,7,Joey,surprise,Neutral
938,8,Joey,surprise,Neutral
938,9,Joey,neutral,Neutral
939,0,Phoebe,anger,Neutral
939,1,Rachel,neutral,Neutral
939,2,Phoebe,neutral,Neutral
939,3,Rachel,fear,Surprise
939,4,Phoebe,surprise,Surprise
939,5,Rachel,joy,Neutral
939,6,Phoebe,surprise,Surprise
939,7,Phoebe,joy,Neutral
939,8,Phoebe,sadness,Joy
939,9,Rachel,sadness,Fear
939,10,Phoebe,neutral,Neutral
939,11,Rachel,sadness,Sadness
939,12,Phoebe,surprise,Surprise
939,13,Rachel,surprise,Surprise
939,14,Phoebe,joy,Neutral
939,15,Joey,neutral,Neutral
939,16,Ross,surprise,Neutral
939,17,Phoebe,joy,Neutral
939,18,Rachel,neutral,Neutral
939,19,Phoebe,neutral,Joy
939,20,Rachel,neutral,Neutral
940,0,Phoebe,sadness,Sadness
940,1,Ross,neutral,Surprise
940,2,Phoebe,joy,Disgust
940,3,Monica,neutral,Neutral
940,4,Phoebe,neutral,Neutral
940,5,Monica,neutral,Surprise
940,6,Phoebe,joy,Disgust
940,7,Ross,neutral,Anger
940,8,Phoebe,neutral,Neutral
941,0,Jeannine,neutral,Neutral
941,1,Julio,neutral,Neutral
941,2,Monica,surprise,Neutral
941,3,Julio,neutral,Neutral
941,4,Monica,neutral,Neutral
941,5,Julio,neutral,Neutral
941,6,Monica,neutral,Neutral
941,7,Julio,neutral,Neutral
941,8,Monica,neutral,Joy
941,9,Julio,neutral,Neutral
941,10,Monica,neutral,Neutral
941,11,Julio,neutral,Neutral
941,12,Monica,neutral,Surprise
941,13,Julio,joy,Joy
941,14,Monica,joy,Joy
942,0,The Conductor,neutral,Neutral
942,1,Ross,surprise,Surprise
942,2,Woman On Train,neutral,Joy
942,3,Ross,surprise,Surprise
942,4,Woman On Train,neutral,Neutral
942,5,Ross,surprise,Surprise
942,6,Woman On Train,neutral,Neutral
942,7,Ross,neutral,Surprise
942,8,Woman On Train,neutral,Neutral
943,0,Monica,neutral,Neutral
943,1,Monica,anger,Joy
943,2,Monica,neutral,Neutral
943,3,Ross,neutral,Neutral
943,4,Phoebe,surprise,Surprise
943,5,Monica,neutral,Neutral
944,0,Phoebe,neutral,Neutral
944,1,Joey,anger,Anger
945,0,Rachel,disgust,Anger
945,1,Monica,sadness,Sadness
945,2,Rachel,sadness,Sadness
945,3,Monica,joy,Neutral
945,4,Rachel,sadness,Sadness
945,5,Rachel,disgust,Anger
945,6,Rachel,anger,Anger
945,7,Guy,fear,Sadness
945,8,Rachel,anger,Anger
945,9,Guy,neutral,Neutral
945,10,Rachel,joy,Disgust
945,11,Rachel,joy,Anger
945,12,Guy,neutral,Neutral
945,13,Rachel,joy,Anger
945,14,Guy,neutral,Neutral
945,15,Rachel,neutral,Disgust
946,0,Phoebe,neutral,Neutral
946,1,Monica,surprise,Neutral
946,2,Phoebe,neutral,Neutral
946,3,Monica,surprise,Surprise
946,4,Monica,neutral,Neutral
946,5,Monica,neutral,Fear
946,6,Phoebe,joy,Joy
946,7,Monica,anger,Fear
946,8,Phoebe,joy,Joy
946,9,Monica,anger,Anger
946,10,Phoebe,neutral,Joy
946,11,Monica,anger,Anger
946,12,Phoebe,joy,Joy
946,13,Monica,anger,Anger
946,14,Phoebe,joy,Joy
946,15,Monica,joy,Joy
946,16,Phoebe,surprise,Surprise
947,0,Monica,neutral,Neutral
947,1,The Food Critic,surprise,Disgust
947,2,Monica,neutral,Anger
947,3,The Food Critic,joy,Disgust
947,4,Joey,anger,Anger
947,5,Monica,joy,Neutral
947,6,The Food Critic,disgust,Disgust
947,7,Joey,joy,Fear
947,8,The Cooking Teacher,neutral,Neutral
947,9,Monica,neutral,Joy
947,10,The Cooking Teacher,neutral,Neutral
947,11,Monica,neutral,Neutral
947,12,The Cooking Teacher,neutral,Joy
947,13,Monica,neutral,Neutral
947,14,The Cooking Teacher,neutral,Joy
947,15,Monica,joy,Joy
948,0,Phoebe,neutral,Joy
948,1,Phoebe,neutral,Joy
948,2,Phoebe,neutral,Joy
948,3,Phoebe,joy,Joy
948,4,Monica,surprise,Surprise
948,5,Phoebe,joy,Joy
948,6,Monica,joy,Anger
948,7,Phoebe,joy,Joy
948,8,Phoebe,joy,Joy
948,9,Phoebe,joy,Neutral
948,10,Monica,joy,Neutral
948,11,Phoebe,neutral,Neutral
948,12,Monica,neutral,Neutral
948,13,Phoebe,neutral,Neutral
948,14,Monica,neutral,Neutral
948,15,Phoebe,neutral,Neutral
949,0,Joey,sadness,Sadness
949,1,Rachel,neutral,Neutral
949,2,Joey,joy,Joy
949,3,Joey,joy,Joy
949,4,Waiter,neutral,Neutral
949,5,Joey,neutral,Joy
949,6,Rachel,sadness,Neutral
949,7,Joey,neutral,Joy
949,8,Rachel,neutral,Joy
949,9,Joey,neutral,Joy
949,10,Rachel,joy,Joy
949,11,Joey,neutral,Joy
949,12,Rachel,neutral,Joy
950,0,Chandler,surprise,Surprise
950,1,Monica,sadness,Sadness
950,2,Ross,anger,Sadness
950,3,Ross,disgust,Sadness
950,4,All,sadness,Neutral
950,5,Ross,anger,Sadness
950,6,Monica,joy,Joy
950,7,Ross,sadness,Neutral
950,8,Monica,joy,Joy
950,9,Rachel,joy,Joy
950,10,Joey,joy,Joy
950,11,Ross,joy,Joy
950,12,Ross,joy,Joy
950,13,Ross,joy,Joy
950,14,Ross,joy,Joy
950,15,Ross,joy,Joy
950,16,Monica,neutral,Neutral
950,17,Chandler,neutral,Neutral
951,0,Ross,anger,Anger
951,1,Chandler,surprise,Surprise
952,0,Joey,neutral,Joy
952,1,Ross,neutral,Joy
952,2,Joey,joy,Surprise
952,3,The Interviewer,neutral,Neutral
952,4,Joey,neutral,Joy
952,5,Phoebe,disgust,Disgust
952,6,Joey,neutral,Joy
953,0,Phoebe,neutral,Neutral
953,1,Mike,neutral,Neutral
953,2,Phoebe,neutral,Neutral
953,3,Mike,neutral,Neutral
953,4,Phoebe,surprise,Surprise
953,5,Mike,neutral,Neutral
953,6,Phoebe,anger,Anger
953,7,Phoebe,sadness,Neutral
953,8,Mike,neutral,Neutral
953,9,Phoebe,neutral,Neutral
953,10,Phoebe,fear,Neutral
953,11,Phoebe,sadness,Neutral
953,12,Phoebe,anger,Neutral
953,13,Phoebe,neutral,Neutral
953,14,Phoebe,surprise,Surprise
953,15,Phoebe,surprise,Surprise
953,16,Phoebe,surprise,Surprise
953,17,Mike,neutral,Neutral
953,18,Phoebe,neutral,Neutral
953,19,Mike,neutral,Neutral
953,20,Phoebe,sadness,Sadness
953,21,Mike,neutral,Neutral
953,22,Phoebe,neutral,Sadness
954,0,Joey,joy,Joy
954,1,Carol,neutral,Neutral
954,2,Joey,neutral,Neutral
954,3,Carol,neutral,Neutral
954,4,Joey,sadness,Neutral
954,5,Ross,surprise,Anger
955,0,Monica,surprise,Neutral
955,1,Rachel,anger,Anger
955,2,Rachel,anger,Anger
955,3,Rachel,anger,Anger
955,4,Rachel,neutral,Neutral
955,5,Monica,anger,Neutral
955,6,Rachel,anger,Anger
956,0,Danny,surprise,Surprise
956,1,Rachel,neutral,Neutral
956,2,Danny,surprise,Surprise
956,3,Rachel,neutral,Disgust
956,4,Danny,anger,Anger
956,5,Danny,neutral,Neutral
956,6,Rachel,neutral,Neutral
956,7,Danny,neutral,Neutral
956,8,Rachel,neutral,Neutral
956,9,Danny,neutral,Neutral
956,10,Danny,neutral,Neutral
956,11,Danny,neutral,Neutral
956,12,Danny,neutral,Anger
956,13,Rachel,neutral,Neutral
956,14,Krista,neutral,Anger
956,15,Danny,surprise,Surprise
956,16,Rachel,neutral,Neutral
957,0,Ross,sadness,Sadness
957,1,Rachel,sadness,Sadness
958,0,Ross,sadness,Neutral
959,0,Ross,neutral,Neutral
959,1,Ross,sadness,Neutral
959,2,Ross,neutral,Neutral
959,3,Rachel,neutral,Neutral
959,4,Ross,joy,Joy
959,5,Rachel,neutral,Neutral
959,6,Rachel,neutral,Neutral
959,7,Ross,neutral,Surprise
959,8,Rachel,neutral,Neutral
959,9,Ross,joy,Neutral
960,0,Monica,anger,Disgust
960,1,Allesandro,neutral,Neutral
960,2,Monica,neutral,Neutral
960,3,Monica,disgust,Neutral
960,4,Monica,disgust,Disgust
960,5,Monica,disgust,Disgust
960,6,Allesandro,anger,Anger
960,7,Monica,surprise,Anger
960,8,Allesandro,neutral,Neutral
960,9,Monica,anger,Anger
960,10,Allesandro,neutral,Anger
961,0,Phoebe,neutral,Neutral
961,1,Phoebe,anger,Neutral
961,2,Ross,neutral,Neutral
961,3,Phoebe,anger,Anger
961,4,Ross,anger,Anger
961,5,Phoebe,surprise,Surprise
961,6,Ross,sadness,Anger
961,7,Joey,neutral,Joy
961,8,Ross,sadness,Neutral
961,9,Joey,surprise,Surprise
961,10,Ross,sadness,Sadness
961,11,Joey,neutral,Neutral
961,12,Ross,neutral,Neutral
961,13,Joey,neutral,Neutral
961,14,Ross,surprise,Sadness
962,0,Chandler,joy,Joy
962,1,Monica,neutral,Joy
962,2,Monica,joy,Surprise
962,3,Monica,joy,Joy
962,4,Monica,joy,Joy
962,5,Chandler,neutral,Joy
963,0,Chandler,anger,Anger
963,1,Ross,surprise,Surprise
963,2,Ross,anger,Surprise
963,3,Ross,anger,Sadness
963,4,Ross,anger,Anger
963,5,Ross,neutral,Anger
963,6,Ross,anger,Anger
963,7,Chandler,neutral,Neutral
963,8,Ross,anger,Anger
963,9,Chandler,disgust,Anger
964,0,Ross,neutral,Neutral
964,1,Rachel,joy,Neutral
964,2,Ross,joy,Neutral
964,3,Ross,neutral,Neutral
964,4,Ross,surprise,Surprise
964,5,Rachel,neutral,Surprise
964,6,Ross,surprise,Surprise
964,7,Rachel,sadness,Disgust
964,8,Rachel,sadness,Anger
964,9,Rachel,anger,Anger
964,10,Rachel,sadness,Sadness
964,11,Rachel,disgust,Disgust
964,12,Rachel,sadness,Neutral
964,13,Rachel,neutral,Neutral
964,14,Ross,neutral,Neutral
964,15,Rachel,sadness,Neutral
964,16,Ross,sadness,Sadness
964,17,Rachel,neutral,Anger
965,0,Monica,fear,Anger
965,1,Rachel,neutral,Neutral
965,2,Chip,joy,Neutral
965,3,Rachel,joy,Joy
965,4,Chip,neutral,Neutral
965,5,Rachel,neutral,Neutral
965,6,Chip,surprise,Surprise
966,0,Ross,joy,Joy
966,1,Phoebe,surprise,Disgust
966,2,Rachel,neutral,Neutral
966,3,Phoebe,surprise,Surprise
966,4,Phoebe,surprise,Neutral
966,5,Phoebe,surprise,Neutral
966,6,Rachel,neutral,Neutral
966,7,Phoebe,neutral,Neutral
967,0,Joey,surprise,Surprise
967,1,Rachel,surprise,Surprise
967,2,Rachel,surprise,Surprise
967,3,Rachel,surprise,Joy
967,4,Rachel,joy,Neutral
967,5,Joey,neutral,Neutral
967,6,Rachel,joy,Joy
967,7,Joey,joy,Joy
967,8,Rachel,surprise,Anger
967,9,Joey,surprise,Surprise
968,0,Chandler,neutral,Neutral
968,1,Ross,surprise,Surprise
968,2,Joey,sadness,Joy
968,3,Chandler,surprise,Surprise
968,4,Ross,surprise,Joy
968,5,Chandler,neutral,Neutral
968,6,Ross,neutral,Surprise
968,7,Joey,joy,Neutral
969,0,Ross,anger,Joy
969,1,Ross,neutral,Neutral
969,2,Ross,neutral,Neutral
969,3,Joey,joy,Joy
969,4,Gunther,neutral,Neutral
969,5,Joey,joy,Joy
969,6,Joey,neutral,Neutral
970,0,Joey,neutral,Neutral
971,0,Joey,neutral,Neutral
971,1,Ross,sadness,Surprise
971,2,Joey,anger,Neutral
972,0,Ross,neutral,Neutral
972,1,Cassie,neutral,Neutral
972,2,Ross,joy,Joy
972,3,Cassie,neutral,Neutral
972,4,Ross,neutral,Neutral
972,5,Ross,neutral,Neutral
972,6,Ross,joy,Joy
972,7,Ross,sadness,Neutral
972,8,Cassie,joy,Neutral
972,9,Ross,joy,Disgust
972,10,Cassie,surprise,Surprise
972,11,Ross,neutral,Disgust
973,0,Phoebe,neutral,Neutral
973,1,Phoebe,neutral,Neutral
973,2,Phoebe,neutral,Neutral
973,3,Phoebe,neutral,Neutral
973,4,Monica,joy,Neutral
973,5,Phoebe,anger,Anger
973,6,Monica,sadness,Neutral
973,7,Phoebe,neutral,Neutral
973,8,Phoebe,neutral,Neutral
973,9,Monica,neutral,Neutral
973,10,Phoebe,neutral,Neutral
973,11,Monica,sadness,Sadness
973,12,Phoebe,joy,Neutral
973,13,Monica,sadness,Sadness
973,14,Phoebe,neutral,Neutral
973,15,Phoebe,neutral,Neutral
973,16,Phoebe,joy,Neutral
973,17,Phoebe,neutral,Neutral
973,18,Monica,disgust,Anger
974,0,Ross,neutral,Joy
974,1,Julie,neutral,Surprise
975,0,Rachel,neutral,Neutral
975,1,Rachel,neutral,Neutral
975,2,Ross,neutral,Neutral
975,3,Rachel,joy,Anger
975,4,Ross,neutral,Surprise
975,5,Rachel,neutral,Anger
975,6,Ross,neutral,Neutral
976,0,Phoebe,joy,Joy
976,1,Rachel,neutral,Neutral
976,2,Terry,neutral,Neutral
976,3,Rachel,neutral,Neutral
976,4,Terry,neutral,Neutral
976,5,Terry,neutral,Neutral
976,6,Terry,neutral,Neutral
976,7,Terry,neutral,Neutral
976,8,Rachel,surprise,Surprise
976,9,Terry,disgust,Disgust
976,10,Rachel,sadness,Anger
976,11,Terry,neutral,Neutral
976,12,Rachel,fear,Sadness
977,0,Ross,sadness,Neutral
977,1,Rachel,neutral,Neutral
977,2,Ross,surprise,Neutral
977,3,Rachel,anger,Anger
977,4,Rachel,anger,Anger
977,5,Ross,joy,Neutral
977,6,Rachel,anger,Anger
977,7,Rachel,neutral,Neutral
977,8,Rachel,neutral,Neutral
977,9,Ross,neutral,Joy
977,10,Rachel,sadness,Anger
977,11,Ross,surprise,Neutral
977,12,Ross,surprise,Neutral
977,13,Rachel,joy,Anger
977,14,Chandler,neutral,Joy
978,0,Chandler,surprise,Surprise
978,1,Rachel,joy,Neutral
978,2,Rachel,neutral,Sadness
978,3,Rachel,joy,Sadness
978,4,Friend No. 2,joy,Surprise
978,5,Rachel,neutral,Neutral
978,6,Friend No. 2,surprise,Surprise
978,7,Rachel,neutral,Neutral
978,8,Friend No. 1,surprise,Anger
978,9,Rachel,neutral,Neutral
978,10,Her-Friends,joy,Sadness
979,0,Phoebe,surprise,Surprise
979,1,Joey,joy,Surprise
979,2,Chandler,joy,Anger
979,3,Phoebe,surprise,Disgust
979,4,Joey,joy,Surprise
979,5,Monica,neutral,Neutral
979,6,Chandler,neutral,Neutral
980,0,Ross,neutral,Neutral
980,1,Ross,neutral,Neutral
980,2,Ross,neutral,Neutral
980,3,Ross,sadness,Sadness
980,4,Ross,disgust,Anger
980,5,Ross,anger,Anger
980,6,Chandler,neutral,Neutral
980,7,Ross,neutral,Anger
980,8,Ross,neutral,Disgust
980,9,Ross,neutral,Neutral
980,10,Chandler,fear,Neutral
980,11,Ross,sadness,Anger
981,0,Chandler,neutral,Neutral
981,1,Ross,sadness,Neutral
981,2,Rachel,surprise,Surprise
981,3,Ross,sadness,Neutral
981,4,Rachel,surprise,Surprise
982,0,Joey,neutral,Neutral
982,1,Chandler,neutral,Neutral
982,2,Joey,neutral,Neutral
982,3,Chandler,joy,Joy
982,4,Joey,surprise,Surprise
982,5,Chandler,neutral,Joy
982,6,Joey,neutral,Neutral
982,7,Chandler,surprise,Surprise
982,8,Joey,neutral,Neutral
982,9,Chandler,surprise,Surprise
982,10,Joey,joy,Joy
983,0,Rachel,surprise,Surprise
983,1,Joey,neutral,Neutral
983,2,Rachel,anger,Anger
983,3,Joey,sadness,Sadness
983,4,Rachel,sadness,Fear
983,5,Joey,anger,Anger
983,6,Rachel,sadness,Disgust
983,7,Joey,anger,Anger
984,0,Phoebe,joy,Neutral
984,1,Joey,neutral,Neutral
984,2,Phoebe,neutral,Neutral
984,3,Joey,neutral,Neutral
984,4,Phoebe,neutral,Surprise
984,5,Joey,joy,Joy
985,0,Joey,sadness,Sadness
985,1,Estelle,neutral,Neutral
985,2,Joey,surprise,Neutral
985,3,Estelle,sadness,Neutral
985,4,Joey,anger,Anger
986,0,Phoebe,surprise,Surprise
986,1,Phoebe,surprise,Surprise
986,2,Rachel,joy,Joy
986,3,Phoebe,surprise,Surprise
986,4,Phoebe,joy,Joy
986,5,Phoebe,neutral,Neutral
986,6,Phoebe,neutral,Disgust
986,7,Joey,neutral,Neutral
986,8,Rachel,neutral,Joy
986,9,Rachel,neutral,Joy
986,10,Joey,neutral,Neutral
986,11,Rachel,neutral,Anger
986,12,Phoebe,surprise,Neutral
986,13,Joey,neutral,Neutral
986,14,Joey,neutral,Neutral
986,15,Joey,neutral,Neutral
986,16,Joey,joy,Joy
987,0,Chandler,neutral,Disgust
988,0,Phoebe,neutral,Neutral
988,1,Rachel,surprise,Fear
988,2,Phoebe,surprise,Neutral
988,3,Phoebe,sadness,Sadness
988,4,Phoebe,sadness,Fear
988,5,Rachel,neutral,Sadness
988,6,Joey,sadness,Sadness
988,7,Ross,neutral,Neutral
989,0,Rachel,surprise,Joy
989,1,Chandler,neutral,Neutral
989,2,Rachel,sadness,Joy
989,3,Chandler,fear,Neutral
989,4,Rachel,fear,Joy
989,5,Chandler,neutral,Joy
989,6,Rachel,neutral,Joy
989,7,Chandler,neutral,Neutral
989,8,Rachel,fear,Neutral
989,9,Chandler,surprise,Neutral
989,10,Rachel,fear,Fear
989,11,Chandler,fear,Fear
990,0,Chandler,neutral,Neutral
990,1,Joey,neutral,Neutral
990,2,Chandler,neutral,Neutral
990,3,Joey,neutral,Neutral
990,4,Chandler,neutral,Joy
990,5,Joey,neutral,Neutral
990,6,Joey,sadness,Neutral
990,7,Joey,neutral,Sadness
990,8,Chandler,neutral,Neutral
990,9,Chandler,neutral,Neutral
990,10,Chandler,neutral,Neutral
990,11,Joey,neutral,Neutral
990,12,Chandler,neutral,Neutral
990,13,Chandler,neutral,Joy
990,14,Chandler,neutral,Joy
990,15,Chandler,neutral,Joy
990,16,Joey,joy,Surprise
990,17,Chandler,neutral,Joy
990,18,Joey,neutral,Joy
990,19,Chandler,anger,Joy
991,0,Joey,neutral,Neutral
991,1,The Cooking Teacher,neutral,Neutral
991,2,Joey,neutral,Joy
991,3,The Cooking Teacher,neutral,Neutral
991,4,Joey,neutral,Joy
991,5,The Cooking Teacher,neutral,Neutral
991,6,Joey,neutral,Neutral
991,7,The Cooking Teacher,surprise,Joy
991,8,Monica,surprise,Fear
991,9,Monica,neutral,Sadness
991,10,Monica,neutral,Sadness
991,11,The Cooking Teacher,joy,Joy
991,12,Monica,neutral,Neutral
991,13,The Cooking Teacher,joy,Joy
991,14,Monica,joy,Neutral
992,0,All,neutral,Neutral
992,1,Phoebe,neutral,Neutral
992,2,Monica,neutral,Neutral
992,3,Phoebe,joy,Joy
992,4,Phoebe,neutral,Neutral
992,5,Monica,neutral,Disgust
992,6,Ross,neutral,Disgust
992,7,Chandler,neutral,Disgust
992,8,Rachel,disgust,Disgust
992,9,All,disgust,Disgust
992,10,Ross,sadness,Neutral
992,11,Phoebe,neutral,Neutral
992,12,Phoebe,neutral,Neutral
