session,utterance_num,id,start,end,utterance,label,file_id,label_num
Session1,27,Ses01F_impro01_F014,97.89,102.96,"Clearly.  You know, do you have like a supervisor or something?",neu,Ses01F_impro01,3.0
Session1,28,Ses01F_impro01_M013,101.84,107.87,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,ang,Ses01F_impro01,0.0
Session1,29,Ses01F_impro01_F015,103.97,106.71,That would - I would appreciate that.  Yeah.,-1,Ses01F_impro01,
Session1,0,Ses01F_impro02_F000,7.2688,16.6,Did you get the mail? So you saw my letter?,sad,Ses01F_impro02,2.0
Session1,1,Ses01F_impro02_M000,17.6,20.6264,It's not fair.,-1,Ses01F_impro02,
Session1,2,Ses01F_impro02_F001,19.85,22.78,Yeah.  I know.,sad,Ses01F_impro02,2.0
Session1,3,Ses01F_impro02_M001,21.76,27.5558,"I don't understand.  You've already done so much, I don't know why do you have to go back.",sad,Ses01F_impro02,2.0
Session1,4,Ses01F_impro02_F002,26.5659,32.2895,I don't know.  I put in that. request too. They didn't...,sad,Ses01F_impro02,2.0
Session1,5,Ses01F_impro02_F003,32.3075,37.96,"I guess, you know, everybody has to make sacrifices.",neu,Ses01F_impro02,3.0
Session1,6,Ses01F_impro02_M002,38.85,45.09,"I don't know, it's just not fair.  I think you've already made your sacrifice.",-1,Ses01F_impro02,
Session1,7,Ses01F_impro02_F004,47.34,53.11,"There's people that have given more though, you know?",sad,Ses01F_impro02,2.0
Session1,8,Ses01F_impro02_M003,52.71,59.0534,I just don't see how they can make you leave when you have a new baby - we have a new kid.,-1,Ses01F_impro02,
Session1,9,Ses01F_impro02_F005,58.75,61.31,I know.,sad,Ses01F_impro02,2.0
Session1,10,Ses01F_impro02_M004,61.75,65.055,Then why is that fair?  Why--,-1,Ses01F_impro02,
Session1,11,Ses01F_impro02_F006,64.255,68.47,"There's babies over there, though, that need mothers.",neu,Ses01F_impro02,3.0
Session1,12,Ses01F_impro02_M005,69.34,74.29,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sad,Ses01F_impro02,2.0
Session1,13,Ses01F_impro02_F007,72.39,78.57,"I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix.",-1,Ses01F_impro02,
Session1,14,Ses01F_impro02_M006,80.03,86.99,I'm just trying to think of another way.  I'm just trying to...,-1,Ses01F_impro02,
Session1,15,Ses01F_impro02_F008,87.2031,91.09,"Just, you know, kicking myself.",sad,Ses01F_impro02,2.0
Session1,16,Ses01F_impro02_F009,91.55,95.88,like you sign up because you need money and,-1,Ses01F_impro02,
Session1,17,Ses01F_impro02_F010,97.94,102.19,things just aren't what they seem.,sad,Ses01F_impro02,2.0
Session1,18,Ses01F_impro02_M007,103.27,107.1,This is a stupid war.,-1,Ses01F_impro02,
Session1,19,Ses01F_impro02_F011,107.68,111.0153,"We're doing the right thing, though.",-1,Ses01F_impro02,
Session1,20,Ses01F_impro02_M008,110.5653,113.2,I know.,-1,Ses01F_impro02,
Session1,21,Ses01F_impro02_M009,114.1775,117.85,I just don't see why it has to be you.,sad,Ses01F_impro02,2.0
Session1,22,Ses01F_impro02_F012,117.83,120.8605,"If not me then, who?",sad,Ses01F_impro02,2.0
Session1,23,Ses01F_impro02_M010,120.4105,124.63,What am I going to do? Huh?,sad,Ses01F_impro02,2.0
Session1,24,Ses01F_impro02_F013,127.82,133.9455,"You'll videotape everything, yeah?",sad,Ses01F_impro02,2.0
Session1,25,Ses01F_impro02_M011,133.88,137.1,Yeah.,sad,Ses01F_impro02,2.0
Session1,26,Ses01F_impro02_F014,139.03,146.43,"Maybe you can send it to me, like stream it, yeah?",sad,Ses01F_impro02,2.0
Session1,27,Ses01F_impro02_M012,147.03,151.7101,Don't you guys have access to computers over there.,neu,Ses01F_impro02,3.0
Session1,28,Ses01F_impro02_F015,151.4221,155.01,Last month--  Yeah.,sad,Ses01F_impro02,2.0
Session1,29,Ses01F_impro02_M013,157.98,162.71,I just don't know how I'm going to do it without you.,sad,Ses01F_impro02,2.0
Session1,30,Ses01F_impro02_F016,163.54,165.73,I have to find sitters.,neu,Ses01F_impro02,3.0
Session1,31,Ses01F_impro02_M014,164.885,169.5,I can't raise a baby by myself.  How?,sad,Ses01F_impro02,2.0
Session1,32,Ses01F_impro02_F017,169.36,176.015,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sad,Ses01F_impro02,2.0
Session1,33,Ses01F_impro02_M015,175.47,176.72,I know.,neu,Ses01F_impro02,3.0
Session1,34,Ses01F_impro02_F018,176.08,179.13,And your mother is close by.,neu,Ses01F_impro02,3.0
Session1,35,Ses01F_impro02_F019,182.83,185.8894,I'll send you lots of letters.,sad,Ses01F_impro02,2.0
Session1,36,Ses01F_impro02_F020,186.58,191.11,And I want lots and lots and lots of pictures.,sad,Ses01F_impro02,2.0
Session1,37,Ses01F_impro02_M016,195.1047,199.52,It's just not fair.,-1,Ses01F_impro02,
Session1,0,Ses01F_impro03_M000,3.24,5.46,So what's up?  What's new?,neu,Ses01F_impro03,3.0
Session1,1,Ses01F_impro03_F000,4.88,7.74,Well Vegas was awesome.,hap,Ses01F_impro03,1.0
Session1,2,Ses01F_impro03_M001,6.6,8.66,Yeah.  I heard.,neu,Ses01F_impro03,3.0
Session1,3,Ses01F_impro03_F001,7.93,11.37,"And, um, I got married.",hap,Ses01F_impro03,1.0
Session1,4,Ses01F_impro03_M002,10.53,13.84,Shut up.  No- in Vegas?,-1,Ses01F_impro03,
Session1,5,Ses01F_impro03_F002,12.8,15.37,Yeah.  In the old town part.,hap,Ses01F_impro03,1.0
Session1,6,Ses01F_impro03_M003,14.93,18.9075,Who did you marry?,hap,Ses01F_impro03,1.0
Session1,7,Ses01F_impro03_F003,15.87,20.4867,Chuck. [LAUGHTER],-1,Ses01F_impro03,
Session1,8,Ses01F_impro03_M004,20.2532,22.83,Did you propose to you?,-1,Ses01F_impro03,
Session1,9,Ses01F_impro03_F004,21.75,25.52,Um- Yes.  It was very romantic.,hap,Ses01F_impro03,1.0
Session1,10,Ses01F_impro03_F005,25.5584,28.14,It was at the slot machines.,hap,Ses01F_impro03,1.0
Session1,11,Ses01F_impro03_M005,27.28,29.65,Oh.  The Wheel of Fortune slots?,-1,Ses01F_impro03,
Session1,12,Ses01F_impro03_F006,28.37,34.71,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",hap,Ses01F_impro03,1.0
Session1,13,Ses01F_impro03_M006,34.25,36.34,He turned to you and was like...,neu,Ses01F_impro03,3.0
Session1,14,Ses01F_impro03_F007,35.6349,40.1,Hey.  Let's get married and I said okay.,-1,Ses01F_impro03,
Session1,15,Ses01F_impro03_M007,37.7175,40.47,[LAUGHTER] That's really romantic.,hap,Ses01F_impro03,1.0
Session1,16,Ses01F_impro03_F008,40.12,42.79,"Yeah.  Well.  You know, because he's leaving the next day.",hap,Ses01F_impro03,1.0
Session1,17,Ses01F_impro03_M008,42.09,43.41,Yeah.,neu,Ses01F_impro03,3.0
Session1,18,Ses01F_impro03_F009,42.84,44.54,But we're going to have a honeymoon cruise.,hap,Ses01F_impro03,1.0
Session1,19,Ses01F_impro03_M009,44.16,49.07,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neu,Ses01F_impro03,3.0
Session1,20,Ses01F_impro03_F010,47.87,51.075,Oh.  I hadn't even thought about that.,hap,Ses01F_impro03,1.0
Session1,21,Ses01F_impro03_M010,49.61,52.43,Yeah.  Think about that.,-1,Ses01F_impro03,
Session1,22,Ses01F_impro03_F011,51.36,53.4925,"He's not going to be a citizen, though.",-1,Ses01F_impro03,
Session1,23,Ses01F_impro03_M011,52.92,56.85,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neu,Ses01F_impro03,3.0
Session1,24,Ses01F_impro03_F012,55.865,58.15,Oh.  Totally.,hap,Ses01F_impro03,1.0
Session1,25,Ses01F_impro03_M012,57.46,61.375,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",-1,Ses01F_impro03,
Session1,26,Ses01F_impro03_F013,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],hap,Ses01F_impro03,1.0
Session1,27,Ses01F_impro03_M013,65.6425,68.44,Like you need another one of those.[LAUGHTER],hap,Ses01F_impro03,1.0
Session1,28,Ses01F_impro03_F014,68.01,73.75,I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,-1,Ses01F_impro03,
Session1,29,Ses01F_impro03_M014,73.41,76.9975,Is that your phone?,hap,Ses01F_impro03,1.0
Session1,30,Ses01F_impro03_F015,74.2675,78.8425,"Yeah, so [LAUGHTER] He's calling me now",hap,Ses01F_impro03,1.0
Session1,31,Ses01F_impro03_M015,78.32,80.5,He loves you.,hap,Ses01F_impro03,1.0
Session1,32,Ses01F_impro03_F016,79.035,81.0875,"He likes to keep tabs, you know.",hap,Ses01F_impro03,1.0
Session1,33,Ses01F_impro03_M016,80.7175,82.5225,How much did he win at the slot?,neu,Ses01F_impro03,3.0
Session1,34,Ses01F_impro03_F017,82.0975,85.08,"Uh, I think seven hundred and fifty dollars.",neu,Ses01F_impro03,3.0
Session1,35,Ses01F_impro03_M017,84.6925,87.36,Really? Penny slots?,-1,Ses01F_impro03,
Session1,36,Ses01F_impro03_F018,85.1,88.0225,Penny slots. That's what he plays.,neu,Ses01F_impro03,3.0
Session1,37,Ses01F_impro03_M018,87.6425,89.08,Wow.,-1,Ses01F_impro03,
Session1,38,Ses01F_impro03_F019,88.08,89.5,Yeah.,neu,Ses01F_impro03,3.0
Session1,39,Ses01F_impro03_M019,89.12,93.91,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neu,Ses01F_impro03,3.0
Session1,40,Ses01F_impro03_F020,91.235,92.615,Oh.,-1,Ses01F_impro03,
Session1,41,Ses01F_impro03_F021,92.75,98.21,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,hap,Ses01F_impro03,1.0
Session1,42,Ses01F_impro03_M020,97.03,101.65,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neu,Ses01F_impro03,3.0
Session1,43,Ses01F_impro03_F022,99.7775,102.03,Fifty bucks. Mmhmm.,neu,Ses01F_impro03,3.0
Session1,44,Ses01F_impro03_M021,101.67,104.35,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neu,Ses01F_impro03,3.0
Session1,45,Ses01F_impro03_F023,102.62,103.4625,Yeah.,neu,Ses01F_impro03,3.0
Session1,46,Ses01F_impro03_F024,103.78,108.1825,Well so now we're married. We have cat children.,hap,Ses01F_impro03,1.0
Session1,47,Ses01F_impro03_M022,105.29,106.95,Awesome.,hap,Ses01F_impro03,1.0
Session1,48,Ses01F_impro03_M023,107.71,111.4,[LAUGHTER] Cat babies.,hap,Ses01F_impro03,1.0
Session1,49,Ses01F_impro03_F025,110.23,114.16,"We renamed Brenda, Lumber Janet.",hap,Ses01F_impro03,1.0
Session1,50,Ses01F_impro03_M024,117.36,119.58,That's fair enough.,neu,Ses01F_impro03,3.0
Session1,51,Ses01F_impro03_F026,114.19,120.2,She needs a new name each state that we go into. [LAUGHTER],hap,Ses01F_impro03,1.0
Session1,0,Ses01F_impro04_M000,2.7418,6.6575,"Have you tried, uh, Craig's List?",neu,Ses01F_impro04,3.0
Session1,1,Ses01F_impro04_F000,7.2455,11.64,"Uh, what?  Craig's List?  Oh the internet thing?",neu,Ses01F_impro04,3.0
Session1,2,Ses01F_impro04_M001,10.46,12.13,Yeah.,neu,Ses01F_impro04,3.0
Session1,3,Ses01F_impro04_F001,11.7448,16.15,I don't know.  Isn't that-- that's all like escort services and things like that.,neu,Ses01F_impro04,3.0
Session1,4,Ses01F_impro04_M002,15.64,18.9,No.  There's regular jobs on there.,neu,Ses01F_impro04,3.0
Session1,5,Ses01F_impro04_F002,18.6,30.8976,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",-1,Ses01F_impro04,
Session1,6,Ses01F_impro04_M003,26.91,28.71,Uh huh.,neu,Ses01F_impro04,3.0
Session1,7,Ses01F_impro04_M004,30.88,35.5225,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neu,Ses01F_impro04,3.0
Session1,8,Ses01F_impro04_F003,35.009,37.8,What kind of a job?,-1,Ses01F_impro04,
Session1,9,Ses01F_impro04_M005,37.19,40.53,He's like a manager for a theatre.,neu,Ses01F_impro04,3.0
Session1,10,Ses01F_impro04_F004,40.23,41.95,Really?,-1,Ses01F_impro04,
Session1,11,Ses01F_impro04_M006,40.54,43.576,He's like a house manager. Yeah.  It's a good job.,neu,Ses01F_impro04,3.0
Session1,12,Ses01F_impro04_F005,43.35,45.7596,He just...,neu,Ses01F_impro04,3.0
Session1,13,Ses01F_impro04_F006,46.2735,49.83,you know what?  I heard about that job.  I applied for that.,neu,Ses01F_impro04,3.0
Session1,14,Ses01F_impro04_M007,49.39,50.58,You did?,neu,Ses01F_impro04,3.0
Session1,15,Ses01F_impro04_F007,50.11,54.31,Yeah.  I saw a posting at the theatre.,-1,Ses01F_impro04,
Session1,16,Ses01F_impro04_M008,55.21,56.33,Yeah.,neu,Ses01F_impro04,3.0
Session1,17,Ses01F_impro04_F008,54.37,55.67,He got it?,-1,Ses01F_impro04,
Session1,18,Ses01F_impro04_M009,56.35,59.0245,You've been looking for a job for a long time; that was a long time ago.  Right?,neu,Ses01F_impro04,3.0
Session1,19,Ses01F_impro04_F009,58.71,60.0937,Yeah.,neu,Ses01F_impro04,3.0
Session1,20,Ses01F_impro04_M010,59.8,61.55,Hmm.,neu,Ses01F_impro04,3.0
Session1,21,Ses01F_impro04_F010,60.6771,66.5275,What did he do?  What was so great?  I don't understand why they would pick him over me.,-1,Ses01F_impro04,
Session1,22,Ses01F_impro04_M011,65.97,69.77,I don't know.  He had a really good resume I guess and--,neu,Ses01F_impro04,3.0
Session1,23,Ses01F_impro04_F011,69.43,70.94,A resume?,-1,Ses01F_impro04,
Session1,24,Ses01F_impro04_M012,70.38,72.7264,Yeah.  Do you have a resume?,neu,Ses01F_impro04,3.0
Session1,25,Ses01F_impro04_F012,72.13,74.73,No.,-1,Ses01F_impro04,
Session1,26,Ses01F_impro04_M013,73.7473,77.15,It's kind of helpful when getting a job.,neu,Ses01F_impro04,3.0
Session1,27,Ses01F_impro04_F013,76.49,80.7269,I just- I mean I call people up and I tell them what I'm good at.,neu,Ses01F_impro04,3.0
Session1,28,Ses01F_impro04_M014,80.1435,87.81,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neu,Ses01F_impro04,3.0
Session1,29,Ses01F_impro04_F014,85.49,86.98,Yeah.,neu,Ses01F_impro04,3.0
Session1,30,Ses01F_impro04_F015,87.2203,93.33,I don't like- I don't like sending things in the mail.  I don't want my information out there.,-1,Ses01F_impro04,
Session1,31,Ses01F_impro04_M015,92.37,99.27,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neu,Ses01F_impro04,3.0
Session1,32,Ses01F_impro04_F016,97.41,101.0475,I'm there in front of them.  I'm telling them what I'm good at.,-1,Ses01F_impro04,
Session1,33,Ses01F_impro04_M016,100.485,103.47,"Yeah.  But the piece of paper helps, too.",neu,Ses01F_impro04,3.0
Session1,34,Ses01F_impro04_F017,102.78,105.415,Why?  It's a piece of paper.,-1,Ses01F_impro04,
Session1,35,Ses01F_impro04_M017,104.97,107.78,"No.  But it has an outline, you know.",neu,Ses01F_impro04,3.0
Session1,36,Ses01F_impro04_F018,106.17,111.86,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",-1,Ses01F_impro04,
Session1,37,Ses01F_impro04_M018,111.66,117.725,"I know.  Okay.  Well, um. Maybe--",neu,Ses01F_impro04,3.0
Session1,38,Ses01F_impro04_F019,114.92,122.31,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",-1,Ses01F_impro04,
Session1,39,Ses01F_impro04_M019,118.46,119.77,Yeah.,neu,Ses01F_impro04,3.0
Session1,40,Ses01F_impro04_M020,121.5,123.42,"Okay, yeah.  I would imagine.",neu,Ses01F_impro04,3.0
Session1,41,Ses01F_impro04_F020,122.4,129.93,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,-1,Ses01F_impro04,
Session1,42,Ses01F_impro04_M021,129.43,139.16,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neu,Ses01F_impro04,3.0
Session1,43,Ses01F_impro04_F021,133.74,137.44,"That's baloney, that's baloney.",-1,Ses01F_impro04,
Session1,44,Ses01F_impro04_F022,138.13,139.89,Please.,-1,Ses01F_impro04,
Session1,45,Ses01F_impro04_M022,139.5219,141.8225,maybe get a car.,neu,Ses01F_impro04,3.0
Session1,46,Ses01F_impro04_M023,144.9125,149.51,"I just, you know, think you should try a little harder maybe.",neu,Ses01F_impro04,3.0
Session1,47,Ses01F_impro04_F023,148.55,152.85,you think that you're better than me because I don't have a car?,-1,Ses01F_impro04,
Session1,48,Ses01F_impro04_M024,151.84,154.03,I didn't say that.,neu,Ses01F_impro04,3.0
Session1,49,Ses01F_impro04_F024,153.18,155.2925,"You know, you're riding the bus, too.",-1,Ses01F_impro04,
Session1,50,Ses01F_impro04_M025,154.6,157.8,"I am riding the bus, but by choice.",neu,Ses01F_impro04,3.0
Session1,51,Ses01F_impro04_F025,157.1625,159.7,Why?  What choice?,-1,Ses01F_impro04,
Session1,52,Ses01F_impro04_M026,158.95,161.35,"To save the environment, carpool.",neu,Ses01F_impro04,3.0
Session1,53,Ses01F_impro04_F026,161.0787,163.78,You're saving the environment. mmhmm,-1,Ses01F_impro04,
Session1,54,Ses01F_impro04_M027,162.12,164.7825,Yes.  One less car at a time.,neu,Ses01F_impro04,3.0
Session1,55,Ses01F_impro04_F027,164.3925,167.565,Interesting.  That's fantastic.,-1,Ses01F_impro04,
Session1,56,Ses01F_impro04_M028,165.47,166.71,Mmhmm.,neu,Ses01F_impro04,3.0
Session1,57,Ses01F_impro04_M029,167.05,171.43,"You know, you don't have to take out your frustration on me, you know, just because...",-1,Ses01F_impro04,
Session1,58,Ses01F_impro04_F028,170.83,172.84,I'm not frustrated.,ang,Ses01F_impro04,0.0
Session1,59,Ses01F_impro04_M030,171.75,175.26,...you can't get a job and refuse to have a resume.,-1,Ses01F_impro04,
Session1,60,Ses01F_impro04_F029,175.27,178.43,Who do you think you are?,ang,Ses01F_impro04,0.0
Session1,61,Ses01F_impro04_M031,178.0033,180.865,I don't think I'm anyone.,neu,Ses01F_impro04,3.0
Session1,62,Ses01F_impro04_F030,180.3025,183.4875,You are so high and mighty.  I just--,ang,Ses01F_impro04,0.0
Session1,63,Ses01F_impro04_M032,182.82,185.54,I- I-I didn't-- okay.,neu,Ses01F_impro04,3.0
Session1,64,Ses01F_impro04_F031,184.47,188.87,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,ang,Ses01F_impro04,0.0
Session1,65,Ses01F_impro04_M033,186.12,187.4625,What?  No.,-1,Ses01F_impro04,
Session1,66,Ses01F_impro04_M034,188.01,190.71,What? Oh.  So now you're...,-1,Ses01F_impro04,
Session1,67,Ses01F_impro04_F032,189.12,192.02,"The bus, I'm riding the bus because I want to.",ang,Ses01F_impro04,0.0
Session1,68,Ses01F_impro04_M035,191.28,195.13,you know what?  You don't have to take your anger and your hurt out on me.,-1,Ses01F_impro04,
Session1,69,Ses01F_impro04_F033,193.5875,199.4325,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,ang,Ses01F_impro04,0.0
Session1,70,Ses01F_impro04_M036,200.215,202.0825,Why not?,-1,Ses01F_impro04,
Session1,0,Ses01F_impro05_F000,4.24,5.23,Hi.,-1,Ses01F_impro05,
Session1,1,Ses01F_impro05_M000,3.61,5.19,Hi.  Thanks for waiting.,neu,Ses01F_impro05,3.0
Session1,2,Ses01F_impro05_F001,5.26,7.16,Yeah. This is the fourth line that I have been in.,-1,Ses01F_impro05,
Session1,3,Ses01F_impro05_M001,5.21,6.44,Can I help you?,hap,Ses01F_impro05,1.0
Session1,4,Ses01F_impro05_M002,6.6,7.71,Uh huh.,hap,Ses01F_impro05,1.0
Session1,5,Ses01F_impro05_F002,7.35,8.85,I need my bag.,-1,Ses01F_impro05,
Session1,6,Ses01F_impro05_M003,8.32,9.8,Okay.,neu,Ses01F_impro05,3.0
Session1,7,Ses01F_impro05_F003,9.2,13.02,"I flew in over three hours ago, I've been in four different lines.",-1,Ses01F_impro05,
Session1,8,Ses01F_impro05_M004,12.26,13.78,Okay.,neu,Ses01F_impro05,3.0
Session1,9,Ses01F_impro05_F004,13.04,22.74,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,-1,Ses01F_impro05,
Session1,10,Ses01F_impro05_M005,21.84,25.9,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neu,Ses01F_impro05,3.0
Session1,11,Ses01F_impro05_F005,25.35,26.76,Nash.,-1,Ses01F_impro05,
Session1,12,Ses01F_impro05_M006,25.99,27.7272,Okay.,neu,Ses01F_impro05,3.0
Session1,13,Ses01F_impro05_F006,28.24,29.91,No G.,-1,Ses01F_impro05,
Session1,14,Ses01F_impro05_M007,28.29,34.1425,all right- okay.  And you lost your bag? Is that- that the issue?,neu,Ses01F_impro05,3.0
Session1,15,Ses01F_impro05_F007,32.19,33.5,Yes.,-1,Ses01F_impro05,
Session1,16,Ses01F_impro05_F008,33.78,35.9,Flight seven fourteen.,ang,Ses01F_impro05,0.0
Session1,17,Ses01F_impro05_M008,34.7,36.52,Uh-huh.,neu,Ses01F_impro05,3.0
Session1,18,Ses01F_impro05_F009,36.71,44.03,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang,Ses01F_impro05,0.0
Session1,19,Ses01F_impro05_M009,36.91,42.76,"Yeah. Yeah, I don't see- I don't see any--",neu,Ses01F_impro05,3.0
Session1,20,Ses01F_impro05_M010,43.86,49.97,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neu,Ses01F_impro05,3.0
Session1,21,Ses01F_impro05_M011,49.97,70.26,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neu,Ses01F_impro05,3.0
Session1,22,Ses01F_impro05_F010,69.55,73.76,"Oh, Are you kidding me?",-1,Ses01F_impro05,
Session1,23,Ses01F_impro05_M012,70.38,73.14,"for such an inconvenience and your bag, but",neu,Ses01F_impro05,3.0
Session1,24,Ses01F_impro05_F011,73.87,75.5375,Is this a joke?,ang,Ses01F_impro05,0.0
Session1,25,Ses01F_impro05_M013,73.55,74.99,Yeah.,neu,Ses01F_impro05,3.0
Session1,26,Ses01F_impro05_M014,75.03,76.48,"No, no.",neu,Ses01F_impro05,3.0
Session1,27,Ses01F_impro05_F012,75.61,80.73,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",ang,Ses01F_impro05,0.0
Session1,28,Ses01F_impro05_M015,80.22,83.2425,"No, no.  This is real.",neu,Ses01F_impro05,3.0
Session1,29,Ses01F_impro05_F013,82.75,86.06,So you'll give me money and then I'll get my bag?,-1,Ses01F_impro05,
Session1,30,Ses01F_impro05_M016,85.72,93.9575,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neu,Ses01F_impro05,3.0
Session1,31,Ses01F_impro05_M017,94.005,100.4,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neu,Ses01F_impro05,3.0
Session1,32,Ses01F_impro05_F014,99.52,102.9,"You're kidding me, this is a joke.",ang,Ses01F_impro05,0.0
Session1,33,Ses01F_impro05_M018,100.55,103.68,"Once again, I'm really- I'm really sorry.",-1,Ses01F_impro05,
Session1,34,Ses01F_impro05_F015,103.005,118.5,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,ang,Ses01F_impro05,0.0
Session1,35,Ses01F_impro05_M019,111.28,112.81,Yes.,neu,Ses01F_impro05,3.0
Session1,36,Ses01F_impro05_M020,118.04,119.37,I know.,neu,Ses01F_impro05,3.0
