id,utterance
Ses02F_impro04_M010,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and..."
Ses02F_impro04_M011,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--
Ses02F_impro04_F010,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.
Ses02F_impro04_M012,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-"
Ses02F_impro04_F011,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?"
Ses02F_impro04_M013,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know"
Ses02F_impro04_F012,Or they'll never talk to me again.
Ses02F_impro04_M014,"Or, well, no.  Okay. you -[GARBAGE]"
Ses02F_impro04_F013,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--"
Ses02F_impro04_M015,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--"
Ses02F_impro04_F014,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but"
Ses02F_impro04_M016,Right.
Ses02F_impro04_M017,"Well, you've gotta live."
Ses02F_impro04_F015,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough."
Ses02F_impro04_M018,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--"
Ses02F_impro04_F016,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning."
Ses02F_impro04_M019,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though."
Ses02F_impro04_F017,I don't know how to get out of it.  I don't know how to dig myself out of it.  It's the same hole that I've been digging and digging and digging.  I can't--
Ses02F_impro04_M020,I don't know.
Ses02F_impro05_F000,"Hi, um, excuse me, I believe that the airline lost my baggage."
Ses02F_impro05_M000,"Um, okay, it didn't--didn't come out on the carrousel--"
Ses02F_impro05_F001,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?"
Ses02F_impro05_M001,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--"
Ses02F_impro05_F002,Some problems?  What is that supposed to mean?
Ses02F_impro05_M002,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
Ses02F_impro05_F003,How do you lose a suitcase?  A huge suitcase?
Ses02F_impro05_M003,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
Ses02F_impro05_M004,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
Ses02F_impro05_F004,How much?
Ses02F_impro05_M005,"Um, we'd be willing to give you uh fifty dollars for--"
Ses02F_impro05_F005,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together."
Ses02F_impro05_M006,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
Ses02F_impro05_F006,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
Ses02F_impro05_M007,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
Ses02F_impro05_F007,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?"
Ses02F_impro05_M008,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
Ses02F_impro05_F008,"I need my stuff.  It's--I need my stuff.  I mean, uh..."
Ses02F_impro05_F009,Haven't you ever lost baggage?  I mean isn't there anything else you do?
Ses02F_impro05_M009,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
Ses02F_impro05_F010,"Because you don't seem to care very much, you know."
Ses02F_impro05_M010,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
Ses02F_impro05_F011,I didn't sign anything.
Ses02F_impro05_M011,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
Ses02F_impro05_F012,"I didn't agree.  [GARBAGE] I paid the airline to take care of things for me.  When you pay for something, there should be some sort of guarantee that it's gonna come through."
Ses02F_impro05_M012,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?"
Ses02F_impro05_F013,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?"
Ses02F_impro05_M013,"Well, there are-there are some shops here in- in the airport--"
Ses02F_impro05_F014,But fifty dollars isn't going to get me anything.
Ses02F_impro05_M014,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
Ses02F_impro05_F015,Isn't there anything else you can do?
Ses02F_impro05_M015,probably even talk to--
Ses02F_impro05_F016,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?"
Ses02F_impro05_M016,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
Ses02F_impro05_F017,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--"
Ses02F_impro05_M017,but Unfortunately sometimes is--
Ses02F_impro05_M018,"Well, that's--that's what I'm saying--"
Ses02F_impro05_F018,There needs to be better security here.
Ses02F_impro05_M019,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
Ses02F_impro05_F019,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
Ses02F_impro05_M020,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
Ses02F_impro05_F020,"Well, can I at least have my fifty dollars, please?"
Ses02F_impro05_M021,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
Ses02F_impro05_F021,Thank you.
Ses02F_impro05_F022,Thank you very much.
Ses02F_impro06_M000,"Hey, a what's up?"
Ses02F_impro06_F000,"Um, Johnny died yesterday."
Ses02F_impro06_M001,"Wow, that's horrible."
Ses02F_impro06_M002,I'm sorry to hear about that.
Ses02F_impro06_F001,"We knew that it was coming, but--"
Ses02F_impro06_M003,Yeah.
Ses02F_impro06_F002,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well."
Ses02F_impro06_M004,"I mean, you know, at least he's not in anymore pain now, right?"
Ses02F_impro06_F003,Yeah.
Ses02F_impro06_M005,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that."
Ses02F_impro06_F004,I just don't want him to be gone.
Ses02F_impro06_M006,It's okay.
Ses02F_impro06_M007,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on."
Ses02F_impro06_M008,I mean--I don't know.
Ses02F_impro06_F005,And his whole family was there.
Ses02F_impro06_F006,"I mean, he was like really conscious right up until the end. you know"
Ses02F_impro06_M009,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than..."
Ses02F_impro06_M010,".than you know, in pain and like this gradual, this horrible process.  I mean--"
Ses02F_impro06_F007,"He was so young, you know.  And all the stories he used to tell me about..."
Ses02F_impro06_F008,...the way he wanted to live and he was gonna go to Africa and he was gonna--
Ses02F_impro06_M011,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--"
Ses02F_impro06_F009,Nobody's ever gonna forget him.
Ses02F_impro06_M012,"Yeah, exactly.  He's made a big impact on a lot of people. and"
Ses02F_impro06_M013,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
Ses02F_impro06_F010,He did a lot.  But--
Ses02F_impro06_M014,"I know.  It doesn't bring him back, but--"
Ses02F_impro06_M015,"But It's okay because now, you know, you'll just go on with your life and--"
Ses02F_impro06_F011,I'm gonna forget him.
Ses02F_impro06_M016,"No, you'll never forget him."
Ses02F_impro06_F012,I won't be able to hear his voice or his--
Ses02F_impro06_M017,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--
Ses02F_impro06_F013,You start to lose like that image after a while.
Ses02F_impro06_M018,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so ."
Ses02F_impro06_M019,"It's hard to lose someone that way, but he's he's better--he's better off now."
Ses02F_impro06_F014,Thanks.
Ses02F_impro07_M000,"So, how's it going?"
Ses02F_impro07_F000,"It's going really well.  Um, I received something in the mail today."
Ses02F_impro07_M001,"Oh, you got what?  Where?"
Ses02F_impro07_F001,I got into U.S.C.
Ses02F_impro07_M002,"Oh, no way."
Ses02F_impro07_F002,"Yeah, I'm so excited.  So I'm gonna say--"
Ses02F_impro07_M003,Are you gonna go? you gonna-
Ses02F_impro07_F003,"Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway."
Ses02F_impro07_F004,So--
Ses02F_impro07_M004,"Wow, that's..."
Ses02F_impro07_M005,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know"
Ses02F_impro07_F005,"Yeah, I know."
Ses02F_impro07_F006,Absolutely. I'm so excited.
Ses02F_impro07_F007,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like..."
Ses02F_impro07_F008,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school"
Ses02F_impro07_M006,"Yeah, no, definitely--It's gonna.."
Ses02F_impro07_M007,Yeah.
Ses02F_impro07_F009,"and like-- The football team--And like all the-...you- what I mean, like..."
Ses02F_impro07_M008,Yeah
Ses02F_impro07_M009,Fight on.
Ses02F_impro07_F010,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C."
Ses02F_impro07_F011,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you..."
Ses02F_impro07_M010,[LAUGHTER]
Ses02F_impro07_M011,Wow. That's cool.
Ses02F_impro07_F012,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?"
Ses02F_impro07_F013,Like it has some prestige. so
Ses02F_impro07_M012,Yeah. Hey. Prestigious school.
Ses02F_impro07_M013,"So, what, do you have to send in your deposit now?  Or what you-?"
Ses02F_impro07_F014,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--"
Ses02F_impro07_F015,"Like, now that I'm accepted, it's just, like, such a huge load off my mind."
Ses02F_impro07_M014,That's great.
Ses02F_impro07_F016,I don't mind worrying about all the paperwork.  You know--
Ses02F_impro07_M015,Yeah.
Ses02F_impro07_M016,So...
Ses02F_impro07_F017,"Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know"
Ses02F_impro07_M017,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess."
Ses02F_impro07_F018,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited."
Ses02F_impro07_M018,That'll be awesome.
Ses02F_impro07_M019,"I mean because you went to the campus before, right?"
Ses02F_impro07_F019,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate."
Ses02F_impro07_F020,"You know what I mean?  Like, it's like exactly what I want."
Ses02F_impro07_M020,So what're you--what're you gonna do there?  Have you decided?  Thought about it?
Ses02F_impro07_F021,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first..."
Ses02F_impro07_M021,"I know.  I mean, it's good all around."
Ses02F_impro07_F022,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?"
Ses02F_impro07_F023,"So, um, so I don't know."
Ses02F_impro07_M022,[LAUGHTER]
Ses02F_impro07_F024,I mean I'm gonna take a bunch of stuff and see.
Ses02F_impro07_M023,Oh man.
Ses02F_impro07_F025,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean."
Ses02F_impro07_M024,I always see people walking around with like U.S.C stuff on--
Ses02F_impro07_F026,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean."
Ses02F_impro07_M025,You know is like.
Ses02F_impro07_M026,I know.
Ses02F_impro07_M027,Ahh. Yeah. [GARBAGE]
Ses02F_impro07_M028,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome."
Ses02F_impro07_F027,And you'll be like...
Ses02F_impro07_F028,"Student. I'm a student. Yes I am, Thank you very much."
Ses02F_impro07_F029,[BREATHING]
Ses02F_impro07_M029,A U.S.C. graduate now. You're set.
Ses02F_impro07_F030,I know.  I'm excited.
Ses02F_impro07_F031,"Well, that'll take a while. [GARBAGE]"
Ses02F_impro07_M030,"I know, that's a ways down the road. That's cool."
Ses02F_impro07_F032,That's going to be a lot of work.
Ses02F_impro07_F033,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun."
Ses02F_impro07_M031,In LA. Oh man.
Ses02F_impro07_F034,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good."
Ses02F_impro07_M032,So much.
Ses02F_impro07_M033,"But it's LA, you know, everything."
Ses02F_impro07_M034,You're getting close to the beach.  I mean geez.
Ses02F_impro07_F035,I know. I know. So fun.  I can't wait.
Ses02F_impro07_M035,"Cool.  Well give me a call, you know when--You get in town. definitely Awesome."
Ses02F_impro07_F036,I will. I will. Thank you.
Ses02F_impro07_F037,Thanks.
Ses02F_impro08_F000,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
Ses02F_impro08_M000,"Yeah, hello."
